unique_key,created_date,agency,agency_name,complaint_type,descriptor,status,borough,location_type,closed_date
65947751,2025-08-25T14:43:00.000,DEP,Department of Environmental Protection,Industrial Waste,Concrete In Catch Basin (IEA),Open,QUEENS,,
65951480,2025-08-25T14:43:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Damaged,Open,MANHATTAN,,
65951956,2025-08-25T14:42:50.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,In Progress,MANHATTAN,Sidewalk,
65952028,2025-08-25T14:42:36.000,NYPD,New York City Police Department,Encampment,N/A,Closed,MANHATTAN,Residential Building/House,2025-08-25T15:03:44.000
65950918,2025-08-25T14:42:36.000,DHS,Department of Homeless Services,Encampment,N/A,In Progress,MANHATTAN,Residential Building/House,
65947274,2025-08-25T14:42:07.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,In Progress,MANHATTAN,3+ Family Apt. Building,
65949876,2025-08-25T14:41:58.000,DSNY,Department of Sanitation,Missed Collection,Trash,In Progress,QUEENS,Street,
65951128,2025-08-25T14:41:57.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,In Progress,BROOKLYN,Street/Curbside,
65947858,2025-08-25T14:41:37.000,NYPD,New York City Police Department,Traffic,Chronic Speeding,Closed,STATEN ISLAND,Street/Sidewalk,2025-08-25T15:54:00.000
65946679,2025-08-25T14:41:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T21:24:04.000
65951948,2025-08-25T14:41:31.000,DOT,Department of Transportation,Sidewalk Condition,Pedestrian Ramp Defective,In Progress,BROOKLYN,Sidewalk,
65946246,2025-08-25T14:41:16.000,DOT,Department of Transportation,Street Condition,Defective Hardware,In Progress,MANHATTAN,Street,
65947723,2025-08-25T14:41:12.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Closed,BRONX,Street/Sidewalk,2025-08-25T16:26:01.000
65951801,2025-08-25T14:40:44.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,In Progress,BROOKLYN,3+ Family Apt. Building,
65952364,2025-08-25T14:40:35.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,Open,BROOKLYN,,2025-08-25T14:40:35.000
65945530,2025-08-25T14:40:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T15:33:45.000
65945747,2025-08-25T14:40:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:17:03.000
65944920,2025-08-25T14:40:25.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,In Progress,QUEENS,Street,
65949215,2025-08-25T14:40:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T15:13:52.000
65948242,2025-08-25T14:40:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Closed,MANHATTAN,Residential Building/House,2025-08-25T17:46:07.000
65952951,2025-08-25T14:40:11.000,DOHMH,Department of Health and Mental Hygiene,Asbestos,N/A,In Progress,MANHATTAN,School,
65946269,2025-08-25T14:40:10.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,In Progress,QUEENS,Street,
65945795,2025-08-25T14:40:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,Open,STATEN ISLAND,,
65950088,2025-08-25T14:40:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),Open,QUEENS,,
65950309,2025-08-25T14:39:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,QUEENS,Street/Sidewalk,2025-08-25T15:27:13.000
65945566,2025-08-25T14:39:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T15:39:57.000
65952981,2025-08-25T14:39:01.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),Closed,MANHATTAN,3+ Family Apartment Building,2025-08-25T16:08:42.000
65949264,2025-08-25T14:39:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,Closed,MANHATTAN,,2025-08-25T16:15:00.000
65950611,2025-08-25T14:38:54.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,QUEENS,Street/Sidewalk,2025-08-25T16:06:34.000
65947978,2025-08-25T14:38:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T16:36:52.000
65948736,2025-08-25T14:38:20.000,DSNY,Department of Sanitation,Dirty Condition,Trash,In Progress,QUEENS,Sidewalk,
65953064,2025-08-25T14:38:17.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,In Progress,QUEENS,Street,
65946520,2025-08-25T14:38:16.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Department Store or Megastore,In Progress,QUEENS,Business,
65945209,2025-08-25T14:38:10.000,DSNY,Department of Sanitation,Dirty Condition,Trash,In Progress,BROOKLYN,Street,
65945723,2025-08-25T14:38:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T14:49:24.000
65952027,2025-08-25T14:38:01.000,NYPD,New York City Police Department,Encampment,N/A,Closed,BROOKLYN,Residential Building/House,2025-08-25T14:46:49.000
65949026,2025-08-25T14:37:49.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Closed,BRONX,Highway,2025-08-25T15:11:09.000
65944531,2025-08-25T14:37:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T16:57:27.000
65948763,2025-08-25T14:37:37.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,In Progress,STATEN ISLAND,Street,
65947851,2025-08-25T14:37:34.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,Open,STATEN ISLAND,,2025-08-25T14:37:34.000
65946762,2025-08-25T14:37:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,QUEENS,Street/Sidewalk,2025-08-25T20:08:51.000
65946741,2025-08-25T14:36:25.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Closed,QUEENS,Street/Sidewalk,2025-08-25T18:45:06.000
65949082,2025-08-25T14:35:51.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T15:08:43.000
65950220,2025-08-25T14:35:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T15:13:03.000
65946517,2025-08-25T14:35:09.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T14:50:11.000
65948734,2025-08-25T14:34:39.000,DSNY,Department of Sanitation,Dirty Condition,Trash,In Progress,BROOKLYN,Sidewalk,
65946968,2025-08-25T14:34:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,QUEENS,Residential Building/House,2025-08-25T14:46:24.000
65948899,2025-08-25T14:34:31.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T15:00:06.000
65947400,2025-08-25T14:34:28.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,In Progress,STATEN ISLAND,Sidewalk,
65949200,2025-08-25T14:34:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T15:22:34.000
65950240,2025-08-25T14:34:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T15:57:27.000
65945870,2025-08-25T14:34:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Closed,BRONX,Residential Building/House,2025-08-25T14:53:20.000
65945774,2025-08-25T14:34:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Damaged,Open,Unspecified,,
65950036,2025-08-25T14:34:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,QUEENS,,
65949794,2025-08-25T14:33:44.000,NYPD,New York City Police Department,Encampment,N/A,Closed,MANHATTAN,Store/Commercial,2025-08-25T15:04:11.000
65952042,2025-08-25T14:33:44.000,DHS,Department of Homeless Services,Encampment,N/A,In Progress,MANHATTAN,Store/Commercial,
65949810,2025-08-25T14:32:53.000,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Closed,BROOKLYN,Street/Sidewalk,2025-08-26T02:26:06.000
65946343,2025-08-25T14:32:35.000,DSNY,Department of Sanitation,Dirty Condition,Trash,In Progress,BROOKLYN,Sidewalk,
65945599,2025-08-25T14:32:30.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T15:00:25.000
65944624,2025-08-25T14:32:25.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Closed,BROOKLYN,Store/Commercial,2025-08-25T16:29:50.000
65946965,2025-08-25T14:31:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,QUEENS,Residential Building/House,2025-08-25T15:08:46.000
65949601,2025-08-25T14:31:53.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,In Progress,STATEN ISLAND,Street,
65947956,2025-08-25T14:31:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T15:43:00.000
65950940,2025-08-25T14:31:45.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Recreation Center,In Progress,QUEENS,Park,
65952360,2025-08-25T14:31:32.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,Open,QUEENS,,2025-08-25T14:31:32.000
65947544,2025-08-25T14:31:07.000,DSNY,Department of Sanitation,Dirty Condition,Trash,In Progress,BROOKLYN,Street,
65946623,2025-08-25T14:31:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),Open,BRONX,,
65950354,2025-08-25T14:31:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lens,Open,BRONX,,
65946346,2025-08-25T14:30:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,In Progress,BROOKLYN,Sidewalk,
65945581,2025-08-25T14:30:54.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Closed,QUEENS,Street/Sidewalk,2025-08-25T14:55:19.000
65947647,2025-08-25T14:30:54.000,DSNY,Department of Sanitation,Lot Condition,Trash,In Progress,MANHATTAN,Lot,
65947397,2025-08-25T14:30:43.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),In Progress,QUEENS,Street/Sidewalk,
65952980,2025-08-25T14:30:34.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,In Progress,QUEENS,Street,
65952746,2025-08-25T14:30:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Closed,BROOKLYN,Residential Building/House,2025-08-25T14:50:05.000
65949422,2025-08-25T14:30:17.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Closed,MANHATTAN,Store/Commercial,2025-08-25T15:05:41.000
65950692,2025-08-25T14:30:12.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,Closed,QUEENS,Commercial Building,2025-08-25T16:04:36.000
65953289,2025-08-25T14:30:00.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,In Progress,QUEENS,Street,
65945638,2025-08-25T14:29:53.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,QUEENS,Street/Sidewalk,2025-08-25T15:34:24.000
65950703,2025-08-25T14:29:36.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,In Progress,BROOKLYN,Street,
65946015,2025-08-25T14:29:12.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T19:48:44.000
65948509,2025-08-25T14:29:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,In Progress,BROOKLYN,Other (Explain Below),
65948005,2025-08-25T14:29:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,Open,QUEENS,,
65950259,2025-08-25T14:29:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,Open,QUEENS,,
65946265,2025-08-25T14:28:52.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T14:48:47.000
65953172,2025-08-25T14:28:42.000,DOT,Department of Transportation,Street Condition,Defective Hardware,In Progress,BROOKLYN,Street,
65948479,2025-08-25T14:28:37.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,In Progress,QUEENS,Street,
65946254,2025-08-25T14:28:35.000,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",In Progress,BROOKLYN,Street,
65947175,2025-08-25T14:28:31.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,Open,BROOKLYN,,2025-08-25T14:28:31.000
65945489,2025-08-25T14:28:28.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,Open,QUEENS,,2025-08-25T14:28:28.000
65945491,2025-08-25T14:28:28.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,Open,BROOKLYN,,2025-08-25T14:28:28.000
65946403,2025-08-25T14:28:28.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,Assigned,MANHATTAN,,2025-08-25T14:28:28.000
65952358,2025-08-25T14:28:28.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,Open,STATEN ISLAND,,2025-08-25T14:28:28.000
65948556,2025-08-25T14:28:02.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,In Progress,QUEENS,Other (Explain Below),
65952627,2025-08-25T14:28:00.000,DOT,Department of Transportation,Traffic Signal Condition,Post,Open,QUEENS,,
65945479,2025-08-25T14:28:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),Open,BROOKLYN,,
65946624,2025-08-25T14:28:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),Open,BROOKLYN,,
65950538,2025-08-25T14:27:41.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T14:28:06.000
65949241,2025-08-25T14:27:37.000,DOT,Department of Transportation,Street Condition,Pothole,Closed,BRONX,,2025-08-25T14:27:37.000
65952789,2025-08-25T14:27:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,QUEENS,Street/Sidewalk,2025-08-25T16:53:01.000
65952558,2025-08-25T14:27:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T15:03:03.000
65950637,2025-08-25T14:26:54.000,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Closed,BROOKLYN,Store/Commercial,2025-08-25T15:16:02.000
65950113,2025-08-25T14:26:25.000,NYPD,New York City Police Department,Traffic,Chronic Speeding,Closed,QUEENS,Street/Sidewalk,2025-08-25T14:28:22.000
65950914,2025-08-25T14:25:52.000,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Closed,QUEENS,Residential Building/House,2025-08-25T19:02:11.000
65946059,2025-08-25T14:25:37.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,In Progress,QUEENS,Street,
65952640,2025-08-25T14:25:28.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,Assigned,MANHATTAN,,2025-08-25T14:25:28.000
65945961,2025-08-25T14:25:21.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T15:14:34.000
65950390,2025-08-25T14:25:12.000,NYPD,New York City Police Department,Noise - House of Worship,Loud Talking,Closed,QUEENS,House of Worship,2025-08-25T14:26:11.000
65951020,2025-08-25T14:25:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Closed,QUEENS,Street/Sidewalk,2025-08-25T14:54:07.000
65950074,2025-08-25T14:25:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),Open,STATEN ISLAND,,
65946587,2025-08-25T14:25:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),Open,QUEENS,,
65951205,2025-08-25T14:25:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),Open,BROOKLYN,,
65950037,2025-08-25T14:25:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,
65952142,2025-08-25T14:24:50.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Waste Left in Front of Residence,In Progress,BRONX,Sidewalk,
65951876,2025-08-25T14:24:35.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,In Progress,MANHATTAN,,
65948199,2025-08-25T14:24:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Closed,QUEENS,Residential Building/House,2025-08-25T14:25:56.000
65946113,2025-08-25T14:24:17.000,DOHMH,Department of Health and Mental Hygiene,Unleashed Dog,Unleashed Dog in Public,In Progress,BROOKLYN,Public/Unfenced Area,
65947431,2025-08-25T14:24:13.000,DOT,Department of Transportation,Street Sign - Damaged,Bus Stop,In Progress,BRONX,Street,
65951656,2025-08-25T14:24:00.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T14:25:41.000
65945548,2025-08-25T14:23:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T16:19:00.000
65948510,2025-08-25T14:23:27.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,In Progress,BRONX,3+ Family Apt. Building,
65950744,2025-08-25T14:23:19.000,DOT,Department of Transportation,Curb Condition,Broken Curb,In Progress,MANHATTAN,Sidewalk,
65952968,2025-08-25T14:23:08.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,In Progress,BRONX,Park,
65945768,2025-08-25T14:23:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,Closed,QUEENS,,2025-08-25T14:28:00.000
65951686,2025-08-25T14:23:00.000,DOT,Department of Transportation,Traffic Signal Condition,Wireless,Assigned,QUEENS,,2025-08-25T15:00:00.000
65952618,2025-08-25T14:23:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,Open,QUEENS,,
65944450,2025-08-25T14:22:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,QUEENS,Street/Sidewalk,2025-08-25T15:13:26.000
65945216,2025-08-25T14:22:40.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,In Progress,BROOKLYN,Sidewalk,
65946089,2025-08-25T14:22:35.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,In Progress,QUEENS,Street,
65944815,2025-08-25T14:22:24.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,Open,QUEENS,,2025-08-25T14:22:24.000
65953116,2025-08-25T14:22:22.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,In Progress,QUEENS,Above Address,
65946887,2025-08-25T14:22:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,Open,QUEENS,,
65944571,2025-08-25T14:22:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,Open,QUEENS,,
65944252,2025-08-25T14:22:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,
65945410,2025-08-25T14:22:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,
65944298,2025-08-25T14:22:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),Open,STATEN ISLAND,,
65949144,2025-08-25T14:21:16.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T15:32:49.000
65951789,2025-08-25T14:21:10.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,In Progress,BROOKLYN,Street,
65946900,2025-08-25T14:21:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,Open,QUEENS,,
65947457,2025-08-25T14:21:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Closed,BROOKLYN,Street,2025-08-26T03:21:00.000
65945645,2025-08-25T14:20:08.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,QUEENS,Street/Sidewalk,2025-08-25T14:51:49.000
65948319,2025-08-25T14:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Vehicle Signal,Open,QUEENS,,
65947586,2025-08-25T14:19:31.000,DSNY,Department of Sanitation,Dead Animal,Other,In Progress,STATEN ISLAND,Street,
65952361,2025-08-25T14:19:22.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,Open,QUEENS,,2025-08-25T14:19:22.000
65950590,2025-08-25T14:19:15.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,Open,MANHATTAN,,2025-08-25T14:19:15.000
65951459,2025-08-25T14:19:15.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,Assigned,QUEENS,,2025-08-25T14:19:15.000
65953444,2025-08-25T14:19:05.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Closed,QUEENS,Street/Sidewalk,2025-08-25T14:50:20.000
65948995,2025-08-25T14:19:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),Open,BROOKLYN,,
65948977,2025-08-25T14:19:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),Open,QUEENS,,
65951172,2025-08-25T14:19:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,
65947769,2025-08-25T14:19:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,
65951212,2025-08-25T14:19:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),Open,BROOKLYN,,
65948996,2025-08-25T14:19:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Vehicular (AA4)",Open,QUEENS,,
65948987,2025-08-25T14:19:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),Open,MANHATTAN,,
65949671,2025-08-25T14:18:58.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,In Progress,BRONX,Park,
65949515,2025-08-25T14:18:30.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,QUEENS,Street/Sidewalk,2025-08-25T21:27:23.000
65947125,2025-08-25T14:18:24.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T14:27:50.000
65951775,2025-08-25T14:18:15.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,In Progress,QUEENS,Street,
65952990,2025-08-25T14:18:03.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,In Progress,BROOKLYN,Street,
65952034,2025-08-25T14:17:55.000,NYPD,New York City Police Department,Encampment,N/A,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T14:45:53.000
65944907,2025-08-25T14:17:02.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Dust from Construction,In Progress,MANHATTAN,3+ Family Apartment Building,
65948780,2025-08-25T14:16:50.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Closed,QUEENS,Street/Sidewalk,2025-08-25T17:15:52.000
65953345,2025-08-25T14:16:49.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Closed,MANHATTAN,Street,2025-08-25T14:35:09.000
65946298,2025-08-25T14:16:47.000,DHS,Department of Homeless Services,Encampment,N/A,In Progress,BROOKLYN,Residential Building/House,
65953231,2025-08-25T14:16:47.000,NYPD,New York City Police Department,Encampment,N/A,Closed,BROOKLYN,Residential Building/House,2025-08-25T14:30:14.000
65947918,2025-08-25T14:16:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T19:51:20.000
65949570,2025-08-25T14:16:33.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Trunk Damaged,In Progress,MANHATTAN,Street,
65952776,2025-08-25T14:16:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,QUEENS,Street/Sidewalk,2025-08-25T14:42:55.000
65951281,2025-08-25T14:16:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T16:35:15.000
65945684,2025-08-25T14:16:15.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,Open,BROOKLYN,,2025-08-25T14:16:15.000
65952458,2025-08-25T14:16:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,MANHATTAN,Street/Sidewalk,2025-08-25T14:28:00.000
65953357,2025-08-25T14:16:04.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,"Bodega, Deli, or Convenience Store",In Progress,MANHATTAN,Business,
65944253,2025-08-25T14:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,
65945411,2025-08-25T14:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,BROOKLYN,,
65948931,2025-08-25T14:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),Open,QUEENS,,
65948343,2025-08-25T14:15:59.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Closed,QUEENS,Street/Sidewalk,2025-08-25T14:26:57.000
65948136,2025-08-25T14:15:59.000,NYPD,New York City Police Department,Panhandling,N/A,Closed,BRONX,Store/Commercial,2025-08-25T16:32:09.000
65951825,2025-08-25T14:15:46.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,In Progress,QUEENS,Street,
65951730,2025-08-25T14:15:45.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,In Progress,QUEENS,Street/Sidewalk,
65949297,2025-08-25T14:15:03.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,QUEENS,Residential Building/House,2025-08-25T14:27:15.000
65952638,2025-08-25T14:15:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,Open,MANHATTAN,,
65949305,2025-08-25T14:14:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,QUEENS,Residential Building/House,2025-08-25T16:27:41.000
65952099,2025-08-25T14:14:27.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,In Progress,QUEENS,Street,
65945715,2025-08-25T14:14:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,Street/Sidewalk,2025-08-25T14:39:05.000
