unique_key,created_date,agency,agency_name,complaint_type,descriptor,status,borough,location_type,closed_date,year_month,date,year_month_str,quarter,year,month,day_of_week,hour,workload_flag,utilization_rate
65949809,2025-08-26 01:08:19,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Closed,MANHATTAN,Street/Sidewalk,2025-08-26 02:05:07,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,False,0.077
65949825,2025-08-26 01:07:32,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Assigned,BRONX,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,False,0.077
65947520,2025-08-26 01:06:47,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Assigned,QUEENS,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,False,0.077
65947077,2025-08-26 01:06:33,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,MANHATTAN,Street/Sidewalk,2025-08-26 01:33:06,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,True,2.6828
65946220,2025-08-26 01:06:12,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,In Progress,MANHATTAN,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,True,2.6828
65953024,2025-08-26 01:06:00,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,In Progress,QUEENS,Street,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,False,0.0376
65944631,2025-08-26 01:04:14,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Closed,STATEN ISLAND,Park/Playground,2025-08-26 01:21:43,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,True,2.6828
65951924,2025-08-26 01:04:12,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,In Progress,MANHATTAN,Residential Building/House,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,True,2.6828
65952188,2025-08-26 01:03:59,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,In Progress,QUEENS,Street,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,False,0.3672
65951891,2025-08-26 01:02:48,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,In Progress,QUEENS,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,True,2.6828
65950826,2025-08-26 01:02:38,NYPD,New York City Police Department,Noise - Residential,Loud Television,In Progress,BROOKLYN,Residential Building/House,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,True,2.6828
65953066,2025-08-26 01:01:44,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,In Progress,BROOKLYN,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,True,2.6828
65945627,2025-08-26 01:01:00,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,MANHATTAN,Street/Sidewalk,2025-08-26 01:22:58,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,True,2.6828
65949373,2025-08-26 01:00:21,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,BROOKLYN,Street/Sidewalk,2025-08-26 01:22:08,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,True,2.6828
65949682,2025-08-26 01:00:10,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,In Progress,QUEENS,Store/Commercial,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,True,2.6828
65949389,2025-08-26 01:00:03,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,BRONX,Street/Sidewalk,2025-08-26 01:34:23,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,1,True,2.6828
65947262,2025-08-26 00:59:39,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,In Progress,BRONX,1-2 Family Dwelling,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,False,0.1148
65944661,2025-08-26 00:59:28,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,MANHATTAN,Residential Building/House,2025-08-26 01:06:54,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65950820,2025-08-26 00:59:08,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,In Progress,BROOKLYN,Residential Building/House,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65951935,2025-08-26 00:58:35,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,In Progress,BRONX,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65948288,2025-08-26 00:57:57,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Closed,BROOKLYN,Street/Sidewalk,2025-08-26 01:15:29,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65949659,2025-08-26 00:57:40,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,In Progress,QUEENS,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65945051,2025-08-26 00:57:17,NYPD,New York City Police Department,Noise - Residential,Loud Television,In Progress,QUEENS,Residential Building/House,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65952771,2025-08-26 00:57:16,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Closed,BROOKLYN,Residential Building/House,2025-08-26 01:22:17,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65951890,2025-08-26 00:56:28,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,In Progress,QUEENS,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65953448,2025-08-26 00:56:26,DSNY,Department of Sanitation,Commercial Disposal Complaint,Waste Disposal,Closed,MANHATTAN,Sidewalk,2025-08-26 01:05:10,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,False,0.3672
65948572,2025-08-26 00:56:25,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,In Progress,QUEENS,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65953424,2025-08-26 00:56:17,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,In Progress,QUEENS,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65953140,2025-08-26 00:56:17,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,In Progress,MANHATTAN,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65953149,2025-08-26 00:56:12,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,In Progress,BRONX,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65947282,2025-08-26 00:56:03,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,In Progress,MANHATTAN,3+ Family Apt. Building,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,False,0.1148
65950813,2025-08-26 00:56:01,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,In Progress,BROOKLYN,Residential Building/House,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65949703,2025-08-26 00:55:47,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,In Progress,MANHATTAN,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65946074,2025-08-26 00:55:28,DPR,Department of Parks and Recreation,Illegal Tree Damage,Roots Damaged,In Progress,BROOKLYN,Street,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,False,0.1582
65948568,2025-08-26 00:55:01,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,In Progress,BROOKLYN,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65953075,2025-08-26 00:54:49,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,In Progress,BROOKLYN,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65945578,2025-08-26 00:54:00,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Closed,BRONX,Street/Sidewalk,2025-08-26 01:24:45,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65953072,2025-08-26 00:53:25,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,In Progress,BROOKLYN,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65950399,2025-08-26 00:53:25,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,BROOKLYN,Residential Building/House,2025-08-26 01:30:18,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65949875,2025-08-26 00:53:20,DSNY,Department of Sanitation,Missed Collection,Trash,In Progress,STATEN ISLAND,Street,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,False,0.3672
65945500,2025-08-26 00:53:18,NYPD,New York City Police Department,Traffic,Drag Racing,Closed,BROOKLYN,Street/Sidewalk,2025-08-26 01:26:55,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65945056,2025-08-26 00:52:42,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,In Progress,BRONX,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65952634,2025-08-26 00:52:00,DOT,Department of Transportation,Street Light Condition,Street Light Out,Open,BROOKLYN,,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,False,0.2094
65948623,2025-08-26 00:51:12,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,In Progress,BROOKLYN,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65947395,2025-08-26 00:51:07,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,In Progress,QUEENS,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65948559,2025-08-26 00:50:08,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,In Progress,BROOKLYN,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65944864,2025-08-26 00:49:20,NYPD,New York City Police Department,Blocked Driveway,No Access,In Progress,BRONX,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65947368,2025-08-26 00:49:07,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,In Progress,BROOKLYN,Club/Bar/Restaurant,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65946211,2025-08-26 00:49:04,NYPD,New York City Police Department,Noise - Residential,Loud Television,In Progress,MANHATTAN,Residential Building/House,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65949244,2025-08-26 00:49:00,DOT,Department of Transportation,Street Light Condition,Street Light Out,Open,BROOKLYN,,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,False,0.2094
65951606,2025-08-26 00:48:59,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,BROOKLYN,Street/Sidewalk,2025-08-26 01:19:47,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65946997,2025-08-26 00:48:23,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,BROOKLYN,Residential Building/House,2025-08-26 01:14:11,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65945048,2025-08-26 00:47:42,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,In Progress,MANHATTAN,Residential Building/House,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65948605,2025-08-26 00:47:26,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,In Progress,QUEENS,Residential Building/House,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65952728,2025-08-26 00:47:11,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,BROOKLYN,Residential Building/House,2025-08-26 01:18:09,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65952681,2025-08-26 00:46:54,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,BROOKLYN,Residential Building/House,2025-08-26 01:04:57,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65952711,2025-08-26 00:46:41,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,MANHATTAN,Residential Building/House,2025-08-26 01:24:50,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65949313,2025-08-26 00:46:00,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,MANHATTAN,Residential Building/House,2025-08-26 01:27:47,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65949709,2025-08-26 00:45:58,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,In Progress,QUEENS,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65950426,2025-08-26 00:45:55,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Closed,BROOKLYN,Residential Building/House,2025-08-26 01:25:44,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65946217,2025-08-26 00:44:22,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,In Progress,BRONX,Street/Sidewalk,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65947426,2025-08-26 00:44:16,DOT,Department of Transportation,Street Condition,Defective Hardware,In Progress,QUEENS,Street,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,False,0.2094
65947058,2025-08-26 00:44:00,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Closed,MANHATTAN,Street/Sidewalk,2025-08-26 00:47:09,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65948604,2025-08-26 00:43:19,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,In Progress,MANHATTAN,Residential Building/House,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
65946205,2025-08-26 00:43:03,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,In Progress,QUEENS,Residential Building/House,,2025-08,2025-08-26,2025-08,3,2025,8,Tuesday,0,True,2.6828
